solverid,instanceid,runtime,status,score,vresult
faraja_llmg[exp-ai],32e344a5ab3af245f982678d2b751c6d,5002.08,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],28dcc4119e1bbb5fbd3fdd8f4140f28d,5002.06,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],0efcbd10294eb001b16b4d126923372f,5002.10,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],01d6fa8efd18ebfecd06af408958477b,5002.10,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],667341ee8c1dea3db613db317e2b2c33,5002.09,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],80b163b706e0a16702173ec27f3d1331,5002.12,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],34360a677fc854189c982294853e6891,2292.19,sat-verified,2292.19,sat
faraja_llmg[exp-ai],218f0eccbff400e06c9736bd759c1d3a,5002.13,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],44196693d2cfdb787ba578eef4272f74,0.74,unknown,10000.00,sat
faraja_llmg[exp-ai],80bb5209e88def5643bf5593320b104f,77.05,sat-verified,77.05,sat
faraja_llmg[exp-ai],d699355595398f0765c5f51c9d0ad852,0.76,unknown,10000.00,sat
faraja_llmg[exp-ai],365a02a7d781d655bb2a64d2273a2d0c,5002.48,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],af8248aa34c4803bfc0add954cf2e620,3798.60,sat-verified,3798.60,sat
faraja_llmg[exp-ai],d737aeb8e2eb9baed7f007056b3874af,5002.10,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],3b608084b3caae2e9517a2d58cdcd275,3733.73,sat-verified,3733.73,sat
faraja_llmg[exp-ai],f15a3ce898e0c66f309bf07d73744adf,0.76,unknown,10000.00,sat
faraja_llmg[exp-ai],2bb63853a9b8b9b9327a142210a9f437,356.65,sat-verified,356.65,sat
faraja_llmg[exp-ai],ba7732774961fdf7508a998a41bd5366,5002.08,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],fe776dd02d74e0d68a3e3fc3f9d934de,5002.09,solver-timeout,10000.00,
faraja_llmg[exp-ai],0757e47d262b75171c0040987e6d20ce,5002.36,solver-timeout,10000.00,
faraja_llmg[exp-ai],7cd6b940be001c46c6294d7cac9aa610,5002.26,solver-timeout,10000.00,
faraja_llmg[exp-ai],4d6bd7b2c674fb67b271127586914b74,5002.12,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],782b29d2d691fdc94e0ec5b899390e10,5002.28,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],68ef4b1ed6a28c75defea64bb7d53e06,5002.31,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],996bd6326ca560055b6fe916708dfdaa,5002.08,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c14f0c610d59a9d5e8cec328485b916f,5002.29,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],dc3ac89f98e9c3fc43450e256dce1154,5002.43,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a20f076f7fce54172e823c63ea7948f7,5002.03,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],ab17eed90e4da47767f72f518e3b4a26,5002.08,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],66204949278cdd9d81e102eace6d4669,5002.11,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],744238c5aadea40f8e05db49429da576,5002.13,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],aca9f4faabeb57a57c678d55f5bbd2f4,5002.26,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],30c6fa5c4f5910029b782b712844c93a,5002.06,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],9078ea73ff67edf2b6dcd007c9696ca0,5002.06,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],e3a132ecb8108f7d8a46b6686e686b60,5002.09,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2d89fda1bd6a761ca5e2f4bb89202681,5002.11,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],fed3f8d39738c2e935e8ed13ddeb6967,5002.06,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],511f1794698a8620c18a7cc32cfc7776,5002.26,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],4d84e818a5ab324dde37429dd2455551,5002.06,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8e1cdc28bad48753110be5bd578cb934,5002.09,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ab2ab3a0651f0f35ba319ad976b1b6fd,5002.07,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],247e42e46495f1c4b8707e497af8c93e,5002.09,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],5babccd4bf9b270acf0568bba32313bd,0.74,unknown,10000.00,sat
faraja_llmg[exp-ai],4e0de894799790b06e8d6c3efd109ade,0.82,unknown,10000.00,sat
faraja_llmg[exp-ai],ee8c86d39745aea1c1731d4f34bcaed7,0.68,unknown,10000.00,sat
faraja_llmg[exp-ai],f554b55356a5e0ed39dbf8c1030ebce0,0.60,unknown,10000.00,sat
faraja_llmg[exp-ai],bb8db7af8ede49391a66d4442d91c10b,0.69,unknown,10000.00,sat
faraja_llmg[exp-ai],9a4671d8bb658361162976c0f06cc47e,1.09,unknown,10000.00,sat
faraja_llmg[exp-ai],57f6bbfc8be5a981322fe9991209aa33,675.03,crash,10000.00,sat
faraja_llmg[exp-ai],9c5dd2eb0a40a150c686459a118c720a,943.17,crash,10000.00,sat
faraja_llmg[exp-ai],c3bc9b01e5f804723b74715508941bf2,1053.30,crash,10000.00,sat
faraja_llmg[exp-ai],bbcfd33f07cbf6fefa950d8254aa34ce,0.63,unknown,10000.00,sat
faraja_llmg[exp-ai],8db998d5fd64f85a1847115208f73873,13.96,sat-verified,13.96,sat
faraja_llmg[exp-ai],97af3e49faef7cf67794928b6690b67c,1.49,sat-verified,1.49,sat
faraja_llmg[exp-ai],f2c6d035d0aa58cc06927af6be7a821f,5002.06,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],bf8c8761003704e761ce36db6665f741,5002.02,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],5de866bc7ff4dfde3cd682b5aca75894,45.11,sat-verified,45.11,sat
faraja_llmg[exp-ai],958fd8bd1936e5bad8cbccae492edd81,5002.17,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c557ad9cb79983b9d429c219e3cecbb8,5002.34,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],e1292f8d651e022362630d34fef69312,3.11,sat-verified,3.11,sat
faraja_llmg[exp-ai],6cd46641ebd4c840b8f116d14ca17dfd,10.96,sat-verified,10.96,sat
faraja_llmg[exp-ai],2ca47af4ab7a817725138b8b66e9af7f,5002.09,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ee44c3f464238366729bf2cb16eb412a,629.97,sat-verified,629.97,sat
faraja_llmg[exp-ai],b6de3c794e223fe515682f52e5d81272,5002.10,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],37fa67bd34cc613f3fc6954cdee943c1,5002.10,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a5dc08b83ff806ac2c2c8cc23053fb07,5002.10,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],de3440b67769e7af00e58ec9cce9847b,5002.14,solver-timeout,10000.00,
faraja_llmg[exp-ai],5fb5e437292532efe687ac6f74a9cb76,5002.15,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],654241eda3e1283f4b139192d1db055a,5002.12,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],7efc1b160fb755fb1e8b6bcc70bbeb90,5002.29,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],dd062c307e10ebbb0d5641709ff26a7e,5002.48,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],1c0fe2ac410f3942e374ea72ec005d76,5002.62,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],7fa502dfce37c37c1cafd50b3fba263f,5002.11,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],515511be3905018ae7e6eb7ba7064d72,5002.31,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],33c8aca6a52d10e040da959439834d6a,5002.11,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a9856534b6ca67123d58dd5fd9c9a1b2,5002.23,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],757d64688ac60cba697a980dfbbf5075,5002.12,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],0ec6bf97a96b9840ae84f1d1da4c4dcd,5002.06,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],fbd9968f5067604694f11f14c07c5527,5002.43,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],bcdc894819cf050e57849fe84a1e8cc4,5002.25,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],58eaf62034046ed4fc52562869569b44,5002.48,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a95f0373ebf724f474fcc9ccd7197bd9,5002.10,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],2027301e88cb029e4b47b747da8a180a,5002.73,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],1fb646d2657b6dd5f0106dbec9fd6c27,5002.76,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],35e0b5a19c88961d98dd806e805759f4,5002.31,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],727ebce936c010888c7f71f00885e643,5002.60,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],b0142b06940fb02e2b4ddb7a2101a3d6,5002.48,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],8fcde459f828e0df9672933e68fa1af2,5002.06,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],f497bda3018958d7ba2d1cd99da3982e,5002.09,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],981b0e855eed536df112bf2e4ff98807,5002.47,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],1fac905143027e3bf0932c09f427aa15,5002.27,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],8aa9ffb211d1cba850be2ee9d173b7e1,5002.07,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],117b99ffa16d21cb4ccb1c66829b0c7e,5002.44,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],ff706804d01ac07e8b8502de6331f2de,5002.49,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],b13ba48e09e575d6a628c02200ac23f7,5002.53,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],15e666a42158e3304fc3979de28a5e44,5002.60,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],fbbfbee9e6cba8bca18fbcfc23dcfcb6,5002.25,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],826a01aaab9f98e8fb6d3fbbf349078b,5002.07,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],1397d1d4d8d831069a2cdf911321da07,5002.60,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],9fbe200523c648000d71b2c739093aa2,5002.53,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],48432767076e402d2accbf2da7260885,5002.04,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],9aa85c5c114245c182ed6afbe3d8daed,5002.10,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],1680176921bab3f01c4f7c33791c8c23,5002.12,solver-timeout,10000.00,
faraja_llmg[exp-ai],5faba478cb08194407b5ec957ab08599,5002.57,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],b0abaa97c4663edc2048d86de3e2b226,5002.31,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],03e49a528251af9a7b7e1ca03c33b162,5002.38,solver-timeout,10000.00,
faraja_llmg[exp-ai],ad2247443454da1fbd4543dd1fa5b57c,5002.47,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],f52a349677a5b5b5315b5954b3181fe3,5002.15,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],fa3e27fb7209620b792d5c75a75d669b,5002.44,solver-timeout,10000.00,
faraja_llmg[exp-ai],47173e8ab499159d3aa301b0101fe170,5002.27,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],546a73eef02dda3719018050b09e9392,5002.37,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],ba14be209c2fc064726025f017cef17a,5002.57,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8e5da99e8323af36e983a99b4df03b92,5002.56,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a4f816482e853dfad9a685ac1459e66d,5002.39,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a80a252b748882980d9a80ddea8c5cff,5002.80,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],3e7d8073c795d263ed862db64cf9f0fb,5002.10,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],7ac164a9d153f0a2d9bf54a98d429636,5002.68,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],991aec61a2751602d6d7b3e838035610,5002.31,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],932e2329dd1efeafe7151a0ebf3a343f,5002.37,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a08d0fcc98fe0ce9c53b2fd0c69ccc4b,5002.55,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],6ad453d6174581d982c4e75e37a38d79,5002.59,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c7449e5bc5ef75a69f8a454c13d371de,5002.48,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],20ae1404784ed226a1e3e4c9b2d61a41,5002.58,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],5f81a94799858590a2bc96db917bf894,5002.37,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],92b22042a950db2a9841f08d169d1bb5,5002.55,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],5d8b47745dba3fe50f9c8712be389cd5,5002.55,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],0d082b8fa36f662217bee5524cd24d3a,5002.55,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],aa4e80476e6a6ea1034e303e6b2e46dc,5002.44,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a7e5d03892a17e51e22b688f51cf0aab,5002.31,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],266e890b706cf336378bf148bbda1aff,5002.61,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],71849248b47db583f56e77f55f31e525,5002.51,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c44762c4b177ac64fd0919f37de8382e,5002.41,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],860788f93fb766e83e00a29de84180e7,5002.43,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],d27f76623aed2fce608c092b2aafafc5,5002.50,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],7b9620b5d7da55bda43595fe37867acd,5002.07,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],12ac1c71ff0405cc150c2a2db6c4a255,5002.29,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],3c51a565526faa922fb298a2658440e9,5002.19,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],a08c17f9a3888841cf7bbc75a807ff7e,5002.74,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],d10b8bcd1bb5977c5ffe2d1859e4335f,5002.26,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],231f3a169120d3cda9f8feea88a20d85,5002.59,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],43c298c756cac6d547a0457c2da7e468,5002.45,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a60a138325ac9c88ab293ec0c801a95c,5002.56,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],1707c4c24e66b2cfe6c03955b638bebf,5002.55,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ca7f7824a958b98512a0c96d73251f8b,5002.68,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ad5b80bb4d1b60bee12163df25846801,5002.69,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a110c13186ef5785df8da4bfa2ce9a6d,5002.46,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],d418605014fdeb1236bfa720ac460c62,5002.11,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8d2b018a5f8855b6ba1868a3ffff9d2f,5002.47,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],776ff89b72b0f6290d69af6f95e13182,5002.63,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],d5949f26c5c5128ef2d4ac4d3b432cc2,5002.59,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],4de5b7b3c8bf44b2e8c549128bc936a3,5002.95,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a78606fdfd6cf6ee8358bd35fa833be6,5002.49,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],aa62e8cb5d38ac1b2d9eeeb8394eadeb,5002.99,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ad6bc2d583c43ff9ef00faad7e29a9c2,5002.50,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],22465e251284b8f3e48bf9a06a94855c,5002.57,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],3b0eeddcabf36da8642c5774ac67680c,5002.84,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],3732b6ac50b1c3f28d72247de89b00e8,5002.70,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],4430d3502b0b5e6f4ed473437519e609,5002.76,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2ae678a4f0b8097615160a440efbe08e,5002.18,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],5d02aa18eac7304c705577f1cce07784,5002.56,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ca18feb7d2bb6bee7a8ab28673fe1d62,5002.15,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],0d0fabe0fbca67a8740ebe8b8621d465,5002.33,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],6f1b15ebd0ac13c05fb052e5b0453f64,5002.62,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8d0d8518a438d93428257d9a38863c3c,5004.25,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],44452f4bac1e77157bbc900c5cc0756d,5002.18,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],808d66b11c602eb1d5728f3f8e90aaef,5002.97,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2563ea83d8508d635cc034d80014cd72,5002.50,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],aa0eadb6c4935468fd6954e23a550504,5002.65,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2c4491c50d4df86e7c1838083cedc703,5002.42,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],a4eec7a5fef59547129822f6b513d54c,5002.29,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8caa9b4b72b5f1782fe4554980978cbc,5002.30,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],e5066e18b03451d92863160ed8166bdf,5002.46,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],c62a1855a4db8ae0b4bd625455332a4c,5002.66,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],147ae051ca727d5b2af87223b2299fbe,5002.54,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],f604f43d1f5525f3dab4090190adbc66,5002.57,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],02a46668243d6dabab4cf74d3811f6b6,5002.52,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],44b7d2c8d08574002ac959e6d1ef30ae,5002.82,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],da6fae94ae1b1cedcced7169df02a762,5002.42,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],5f729f069a233fa88dfb470bbee7c924,5002.75,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],9a4837429c656a71283b8d5bb41c05a7,5002.26,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],dbbcaa7797145dfddfa4fe73ce91fdec,3368.54,crash,10000.00,unsat
faraja_llmg[exp-ai],aa2e02360b19c83da68e39e39c530923,4091.61,crash,10000.00,
faraja_llmg[exp-ai],3b560b9eafce79a4ac3c1062a9e72028,5002.58,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],5f9d0127b390a4686171311d38f3fbf8,3879.96,crash,10000.00,unsat
faraja_llmg[exp-ai],9541d12f3e3d9201085c13f25145d2f7,2710.55,crash,10000.00,sat
faraja_llmg[exp-ai],07df5e6f674201e2bf31bcaa8866ba75,4020.47,crash,10000.00,
faraja_llmg[exp-ai],af9c2fb7046eb845f185c64cd9dd1006,5002.58,solver-timeout,10000.00,
faraja_llmg[exp-ai],49644428681a87666a68fc9380dce072,5002.35,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],da34db9ea6b524f13708357f38432bb6,2616.91,crash,10000.00,sat
faraja_llmg[exp-ai],9376a4be372c14aa68235831712ff3f9,5002.39,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8456155de4cd22425ec479f75af089c2,5002.81,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],1b9c308123cb2b48d1894fc6d1848f1e,5003.42,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],5e1f1759de9bf931a8e26dbe7dd5b212,2851.61,crash,10000.00,sat
faraja_llmg[exp-ai],31fa00368fc99b15c33c04eb6b257deb,5002.52,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ef063cf2e17dd6472f514ab549a5eed5,3045.00,crash,10000.00,sat
faraja_llmg[exp-ai],c300445f0f756c8f5d6571ebf0bb6edc,5002.49,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],e685a5d96e1ee9e051f191eca84b0d88,5002.30,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],12535b3264a9c88bac14522171b497ef,5002.56,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],2a38c5d48846ee1c35c4c40938082a16,5002.36,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],211b0708454f7901054f5f92f525972e,5002.64,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],5ab5ac8d66c7e375037f12a536baf721,5002.69,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],27495ba0093076d2e39a9b218e521ee2,5002.43,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],e305def35c314eec8266087e89a9ab46,5004.50,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],1236c1406a2749b8022b5196e93de589,5002.55,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2b8cac8e1f5cad04696004e7fbf5cf2e,5002.78,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],dc691557cfebca28aefe7360768389e5,5002.43,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],3a9dfcbcb56689f1118fd7a2150c3c0c,5002.35,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],fed1f1b55b33c7e0f8356832d571b0bf,5002.58,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],2d261a19d2754d92da3ddff04fda23c8,5002.51,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],553b056f2651fdc182ca74174aa8ea10,5002.41,solver-timeout,10000.00,
faraja_llmg[exp-ai],e8ccbfaa2762cd0fc22b0ab05bacf529,5002.60,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],09e0775d2b51c49ec1ec4d214ee7c8c8,5002.82,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],fd1e0ce3662b9b25d23eb01c6e53a425,5002.58,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],f5bb000a2fb23f3a5c19df2b6613cf77,5002.48,solver-timeout,10000.00,
faraja_llmg[exp-ai],75b23436a531bbc4004f43009cb4546e,5002.85,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],0e06895600b5cd0b6fadb87e17bf8145,5003.27,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],46dc5e955b1fb541678d0634389353ac,5002.61,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],87dbc3302b82c09e19c55059fb943191,5002.48,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],43d40ced32b5be08814ef24f97379654,5002.75,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],f83424f869b61931d720f93e5a12df3c,5002.67,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],b9a626da76f235aab854c6ef516b9240,5002.56,solver-timeout,10000.00,
faraja_llmg[exp-ai],0922feab75c35d04d9b8df69013a6df0,5002.55,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],8390dca257561c53bf4eb6e158a2285f,5002.53,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],7db30d12cb06f0dc2f30abff80d96d6a,5002.69,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],166e1e5a9f63fcf94ddae8533fa2a090,5002.66,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],6e8dba16e06c793a2daca1fa440eeb4f,1828.33,crash,10000.00,unsat
faraja_llmg[exp-ai],d0b5d1dc96a5bf33d2c65106c3b179a8,5002.44,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],0359596347daa117da50950748bc06d1,5002.86,solver-timeout,10000.00,
faraja_llmg[exp-ai],3005623c4df6f5056a41a26d0f173e70,5002.96,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],53e8a231196dfdf1baebfa2f29646f14,520.81,unknown,10000.00,
faraja_llmg[exp-ai],a957fdb07df865bb4fd24a00ceb49fdb,4192.44,crash,10000.00,unsat
faraja_llmg[exp-ai],b76b9699c2deb74dd9b4a99a05179acd,5002.66,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],e430acf720b63044e5c825a00a76b0eb,5002.42,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c261941bfec8b89d75fee1a66a839169,5002.94,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],284dec9d0d0404c8b80d8bd8064e4c68,5002.65,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],510df610f94d5d57073a2c3b694dac4c,5002.61,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],67133027ab55906e3b757148ca7011dd,5002.26,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],262a226a47330987f038128579967405,5002.29,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],91e0db01b254eb78f6643328045bfeb9,5002.60,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],ddf6fff9ebbbe9ec2a02f70b3316db6d,5002.18,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],faf4561dc9f61c71b926d7d0aec7fb4a,5002.75,solver-timeout,10000.00,
faraja_llmg[exp-ai],23daec2c71ce3c1e346e6042f3dc42eb,5002.12,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],1a3bef9e03bab1ed4e9e34506d72a451,5002.61,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],c6487f6dfcc1438eccca1876a33d9a9c,5002.62,solver-timeout,10000.00,
faraja_llmg[exp-ai],fac2035ba83ac2d0c2d67509d3f82b94,5002.63,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],4989239fbeb6eb40fc0b664d9ba92636,5002.39,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],b438fa464c20a19fdb7788a3f0016f32,5002.33,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],91860f79f079fede859034c7d76a98a2,5002.83,solver-timeout,10000.00,sat
faraja_llmg[exp-ai],372021735d9e46002b862aa2a038a818,5002.67,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],dc7817dfa2817916b266c1cfacd2ee66,5004.31,solver-timeout,10000.00,unsat
faraja_llmg[exp-ai],3e44926d72e94f5ceccbb69de24033b2,1071.03,crash,10000.00,unsat
